date,canton,daily_tested,ncumul_tested,daily_conf,ncumul_conf,new_hosp,current_icu,current_vent,ncumul_released,daily_released,daily_deceased,ncumul_deceased,current_isolated,current_quarantined_total
2020-10-21,NE,,,210.0,2643.0,,4.0,3.0,,,0.0,98.0,,
2020-10-22,NE,,,190.0,2833.0,,5.0,4.0,,,0.0,98.0,,
2020-10-23,NE,,,219.0,3052.0,,7.0,4.0,,,1.0,99.0,,
2020-10-24,NE,,,122.0,3174.0,,8.0,4.0,,,3.0,102.0,,
2020-10-25,NE,,,87.0,3261.0,,8.0,4.0,,,1.0,103.0,,
2020-10-26,NE,,,284.0,3545.0,,12.0,9.0,,,1.0,104.0,,
2020-10-27,NE,,,415.0,3960.0,,13.0,5.0,,,4.0,108.0,,
2020-10-28,NE,,,280.0,4240.0,,14.0,7.0,,,2.0,110.0,,
2020-10-29,NE,,,371.0,4611.0,,12.0,5.0,,,1.0,111.0,,
2020-10-30,NE,,,278.0,4889.0,,14.0,6.0,,,1.0,112.0,,
2020-10-31,NE,,,217.0,5106.0,,14.0,7.0,,,3.0,115.0,,
2020-11-01,NE,,,125.0,5231.0,,16.0,9.0,,,1.0,116.0,,
2020-11-02,NE,,,331.0,5562.0,,17.0,8.0,,,4.0,120.0,,
2020-11-03,NE,,,282.0,5844.0,,17.0,10.0,,,2.0,122.0,,
2020-11-04,NE,,,351.0,6195.0,,18.0,11.0,,,10.0,132.0,,
2020-11-05,NE,,,315.0,6510.0,,20.0,10.0,,,3.0,135.0,,
2020-11-06,NE,,,276.0,6786.0,,19.0,12.0,,,3.0,138.0,,
2020-11-07,NE,,,200.0,6986.0,,18.0,13.0,,,3.0,141.0,,
2020-11-08,NE,,,104.0,7090.0,,19.0,14.0,,,2.0,143.0,,
2020-11-09,NE,,,244.0,7334.0,,19.0,13.0,,,3.0,146.0,,
2020-11-10,NE,,,226.0,7560.0,,20.0,13.0,,,4.0,150.0,,
2020-11-11,NE,,,208.0,7768.0,,19.0,13.0,,,2.0,152.0,,
2020-11-12,NE,,,171.0,7939.0,,19.0,12.0,,,6.0,158.0,,
2020-11-13,NE,,,169.0,8108.0,,19.0,13.0,,,3.0,161.0,,
2020-11-14,NE,,,143.0,8251.0,,18.0,11.0,,,4.0,165.0,,
2020-11-15,NE,,,51.0,8302.0,,20.0,12.0,,,3.0,168.0,,
2020-11-16,NE,,,182.0,8484.0,,18.0,13.0,,,3.0,171.0,,
2020-11-17,NE,,,158.0,8642.0,,19.0,16.0,,,9.0,180.0,,
2020-11-18,NE,,,156.0,8798.0,,19.0,17.0,,,0.0,180.0,,
2020-11-19,NE,,,76.0,8874.0,,17.0,12.0,,,6.0,186.0,,
2020-11-20,NE,,,102.0,8976.0,,14.0,13.0,,,2.0,188.0,,
2020-11-21,NE,,,71.0,9047.0,,14.0,12.0,,,7.0,195.0,,
2020-11-22,NE,,,45.0,9092.0,,17.0,14.0,,,3.0,198.0,,
2020-11-23,NE,,,114.0,9206.0,,18.0,15.0,,,7.0,205.0,,
2020-11-24,NE,,,95.0,9301.0,,18.0,14.0,,,5.0,210.0,,
2020-11-25,NE,,,100.0,9401.0,,15.0,12.0,,,5.0,215.0,,
2020-11-26,NE,,,88.0,9489.0,,16.0,9.0,,,5.0,220.0,,
2020-11-27,NE,,,91.0,9580.0,,12.0,9.0,,,7.0,227.0,,
2020-11-28,NE,,,51.0,9631.0,,10.0,7.0,,,0.0,227.0,,
2020-11-29,NE,,,25.0,9656.0,,12.0,7.0,,,1.0,228.0,,
2020-11-30,NE,,,119.0,9775.0,,11.0,7.0,,,4.0,232.0,,
2020-12-01,NE,,,87.0,9862.0,,10.0,5.0,,,2.0,234.0,,
2020-12-02,NE,,,95.0,9957.0,,9.0,4.0,,,8.0,242.0,,
2020-12-03,NE,,,56.0,10013.0,,7.0,2.0,,,7.0,249.0,,
2020-12-04,NE,,,72.0,10085.0,,7.0,2.0,,,7.0,256.0,,
2020-12-05,NE,,,53.0,10138.0,,6.0,4.0,,,4.0,260.0,,
2020-12-06,NE,,,30.0,10168.0,,6.0,4.0,,,4.0,264.0,,
2020-12-07,NE,,,88.0,10256.0,,7.0,4.0,,,2.0,266.0,,
2020-12-08,NE,,,66.0,10322.0,,5.0,3.0,,,4.0,270.0,,
2020-12-09,NE,,,100.0,10422.0,,8.0,6.0,,,7.0,277.0,,
2020-12-10,NE,,,47.0,10469.0,,6.0,4.0,,,3.0,280.0,,
2020-12-11,NE,,,58.0,10527.0,,10.0,4.0,,,2.0,282.0,,
2020-12-12,NE,,,47.0,10574.0,,6.0,3.0,,,1.0,283.0,,
2020-12-13,NE,,,28.0,10602.0,,6.0,3.0,,,1.0,284.0,,
2020-12-14,NE,,,86.0,10688.0,,4.0,1.0,,,2.0,286.0,,
2020-12-15,NE,,,57.0,10745.0,,8.0,4.0,,,1.0,287.0,,
2020-12-16,NE,,,53.0,10798.0,,7.0,4.0,,,3.0,290.0,,
2020-12-17,NE,,,49.0,10847.0,,3.0,3.0,,,6.0,296.0,,
2020-12-18,NE,,,64.0,10911.0,,5.0,4.0,,,3.0,299.0,,
2020-12-19,NE,,,35.0,10946.0,,5.0,3.0,,,1.0,300.0,,
2020-12-20,NE,,,20.0,10966.0,,6.0,2.0,,,4.0,304.0,,
2020-12-21,NE,,,75.0,11041.0,,7.0,3.0,,,1.0,305.0,,
2020-12-22,NE,,,63.0,11104.0,,8.0,4.0,,,2.0,307.0,,
2020-12-23,NE,,,65.0,11169.0,,6.0,4.0,,,1.0,308.0,,
2020-12-24,NE,,,61.0,11230.0,,6.0,4.0,,,2.0,310.0,,
2020-12-25,NE,,,9.0,11239.0,,5.0,4.0,,,2.0,312.0,,
2020-12-26,NE,,,47.0,11286.0,,5.0,4.0,,,0.0,312.0,,
2020-12-27,NE,,,38.0,11324.0,,5.0,3.0,,,2.0,314.0,,
2020-12-28,NE,,,83.0,11407.0,,3.0,2.0,,,3.0,317.0,,
2020-12-29,NE,,,65.0,11472.0,,4.0,2.0,,,1.0,318.0,,
2020-12-30,NE,,,96.0,11568.0,,4.0,2.0,,,3.0,321.0,,
2020-12-31,NE,,,76.0,11644.0,,4.0,2.0,,,1.0,322.0,,
2021-01-01,NE,,,20.0,11664.0,,3.0,2.0,,,1.0,323.0,,
2021-01-02,NE,,,62.0,11726.0,,3.0,3.0,,,2.0,325.0,,
2021-01-03,NE,,,34.0,11760.0,,5.0,4.0,,,2.0,327.0,,
2021-01-04,NE,,,81.0,11841.0,,5.0,3.0,,,1.0,328.0,,
2021-01-05,NE,,,102.0,11943.0,,4.0,3.0,,,0.0,328.0,,
2021-01-06,NE,,,98.0,12041.0,,5.0,3.0,,,0.0,328.0,,
2021-01-07,NE,,,59.0,12100.0,,6.0,3.0,,,2.0,330.0,,
2021-01-08,NE,,,61.0,12161.0,,5.0,3.0,,,2.0,332.0,,
2021-01-09,NE,,,45.0,12206.0,,6.0,3.0,,,1.0,333.0,,
2021-01-10,NE,,,23.0,12229.0,,6.0,3.0,,,3.0,336.0,,
2021-01-11,NE,,,64.0,12293.0,,6.0,3.0,,,2.0,338.0,,
2021-01-12,NE,,,79.0,12372.0,,6.0,3.0,,,2.0,340.0,,
2021-01-13,NE,,,47.0,12419.0,,9.0,3.0,,,1.0,341.0,,
2021-01-14,NE,,,62.0,12481.0,,9.0,3.0,,,1.0,342.0,,
2021-01-15,NE,,,42.0,12523.0,,7.0,4.0,,,2.0,344.0,,
2021-01-16,NE,,,37.0,12560.0,,7.0,2.0,,,1.0,345.0,,
2021-01-17,NE,,,17.0,12577.0,,8.0,3.0,,,1.0,346.0,,
2021-01-18,NE,,,62.0,12639.0,,7.0,3.0,,,1.0,347.0,,
2021-01-19,NE,,,50.0,12689.0,,5.0,3.0,,,1.0,348.0,,
2021-01-20,NE,,,53.0,12742.0,,6.0,3.0,,,0.0,348.0,,
2021-01-21,NE,,,28.0,12770.0,,8.0,5.0,,,0.0,348.0,,
2021-01-22,NE,,,32.0,12802.0,,9.0,6.0,,,1.0,349.0,,
2021-01-23,NE,,,28.0,12830.0,,5.0,4.0,,,1.0,350.0,,
2021-01-24,NE,,,10.0,12840.0,,4.0,4.0,,,0.0,350.0,,
2021-01-25,NE,,,32.0,12872.0,,4.0,4.0,,,0.0,350.0,,
2021-01-26,NE,,,36.0,12908.0,,4.0,4.0,,,2.0,352.0,,
2021-01-27,NE,,,48.0,12956.0,,5.0,4.0,,,1.0,353.0,,
2021-01-28,NE,,,35.0,12991.0,,6.0,3.0,,,1.0,354.0,,
2021-01-29,NE,,,27.0,13018.0,,4.0,3.0,,,1.0,355.0,,
2021-01-30,NE,,,36.0,13054.0,,5.0,3.0,,,,,,
2021-01-31,NE,,,6.0,13060.0,,5.0,3.0,,,,,,
2021-02-01,NE,,,45.0,13105.0,,5.0,3.0,,,,,,
2021-02-02,NE,,,25.0,13130.0,,5.0,3.0,,,,,,
2021-02-03,NE,,,39.0,13169.0,,5.0,4.0,,,,,,
2021-02-04,NE,,,34.0,13203.0,,6.0,5.0,,,,,,
2021-02-05,NE,,,29.0,13232.0,,5.0,4.0,,,,,,
2021-02-06,NE,,,13.0,13245.0,,5.0,5.0,,,,,,
2021-02-07,NE,,,18.0,13263.0,,5.0,5.0,,,,,,
2020-03-11,NW,,,,4.0,,,,,,,,,
2020-03-12,NW,,,1.0,5.0,,,,,,,,,
2020-03-13,NW,,,0.0,5.0,,,,,,,,,
2020-03-14,NW,,,0.0,5.0,,,,,,,,,
2020-03-15,NW,,,3.0,8.0,,,,,,,,,
2020-03-16,NW,,,2.0,10.0,,,,,,,,,
2020-03-17,NW,,,2.0,12.0,,,,,,,,,
2020-03-18,NW,,,6.0,18.0,,,,,,,,,
2020-03-19,NW,,,7.0,25.0,,,,,,,,,
2020-03-20,NW,,,3.0,28.0,,,,,,,,,
2020-03-21,NW,,,5.0,33.0,,,,,,,,,
2020-03-22,NW,,,3.0,36.0,,,,,,,,,
2020-03-23,NW,,,3.0,39.0,,,,,,,,,
2020-03-24,NW,,,3.0,42.0,,,,,,,,,
2020-03-25,NW,,,2.0,44.0,,,,,,,,,
2020-03-26,NW,,,4.0,48.0,,,,,,,,,
2020-03-27,NW,,,6.0,54.0,,,,,,,,,
2020-03-28,NW,,,1.0,55.0,,,,,,,,,
2020-03-29,NW,,,4.0,59.0,,,,,,,,,
2020-03-30,NW,,,4.0,63.0,,,,,,,,,
2020-03-31,NW,,,7.0,70.0,,1.0,,,,,,,
2020-04-01,NW,,,0.0,70.0,,2.0,,,,,,,
2020-04-02,NW,,,6.0,76.0,,2.0,,,,,,,
2020-04-03,NW,,,3.0,79.0,,2.0,,,,,,,
2020-04-04,NW,,,1.0,80.0,,2.0,,,,,,,
2020-04-05,NW,,,0.0,80.0,,2.0,,,,,,,
2020-04-06,NW,,,6.0,86.0,,2.0,,,,,,,
2020-04-07,NW,,,1.0,87.0,,2.0,,,,,,,
2020-04-08,NW,,,6.0,93.0,,1.0,,,,,,,
2020-04-09,NW,,,3.0,96.0,,1.0,,,,,,,
2020-04-10,NW,,,4.0,100.0,,1.0,,,,,,,
2020-04-11,NW,,,3.0,103.0,,2.0,,,,,1.0,,
2020-04-12,NW,,,1.0,104.0,,2.0,,,,0.0,1.0,,
2020-04-13,NW,,,0.0,104.0,,2.0,,,,0.0,1.0,,
2020-04-14,NW,,,1.0,105.0,,2.0,,,,0.0,1.0,,
2020-04-15,NW,,,1.0,106.0,,2.0,,,,1.0,2.0,,
2020-04-16,NW,,,0.0,106.0,,2.0,,,,0.0,2.0,,
2020-04-17,NW,,,1.0,107.0,,2.0,,,,1.0,3.0,,
2020-04-18,NW,,,1.0,108.0,,2.0,,,,0.0,3.0,,
2020-04-19,NW,,,0.0,108.0,,2.0,,,,0.0,3.0,,
2020-04-20,NW,,,0.0,108.0,,2.0,,,,0.0,3.0,,
2020-04-21,NW,,,0.0,108.0,,1.0,,,,0.0,3.0,,
2020-04-22,NW,,,0.0,108.0,,1.0,,,,0.0,3.0,,
2020-04-23,NW,,,0.0,108.0,,1.0,,,,0.0,3.0,,
2020-04-24,NW,,,0.0,108.0,,0.0,,,,0.0,3.0,,
2020-04-25,NW,,,0.0,108.0,,0.0,,,,0.0,3.0,,
2020-04-26,NW,,,2.0,110.0,,0.0,,,,0.0,3.0,,
2020-04-27,NW,,,0.0,110.0,,0.0,,,,0.0,3.0,,
2020-04-28,NW,,,1.0,111.0,,0.0,,,,0.0,3.0,,
2020-04-29,NW,,,0.0,111.0,,0.0,,,,0.0,3.0,,
2020-04-30,NW,,,2.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-01,NW,,,0.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-02,NW,,,0.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-03,NW,,,0.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-04,NW,,,0.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-05,NW,,,0.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-06,NW,,,0.0,113.0,,0.0,,,,0.0,3.0,,
2020-05-07,NW,,,2.0,115.0,,0.0,,,,0.0,3.0,,
2020-05-08,NW,,,0.0,115.0,,0.0,,,,0.0,3.0,,
2020-05-09,NW,,,0.0,115.0,,0.0,,,,0.0,3.0,,
2020-05-10,NW,,,0.0,115.0,,0.0,,,,0.0,3.0,,
2020-05-11,NW,,,2.0,117.0,,0.0,,,,0.0,3.0,,
2020-05-12,NW,,,1.0,118.0,,0.0,,,,0.0,3.0,,
2020-05-13,NW,,,2.0,120.0,,0.0,,,,0.0,3.0,,
2020-05-14,NW,,,2.0,122.0,,0.0,,,,0.0,3.0,,
2020-05-15,NW,,,0.0,122.0,,0.0,,,,0.0,3.0,,
2020-05-16,NW,,,1.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-17,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-18,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-19,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-20,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-21,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-22,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-23,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-24,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-25,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-26,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-27,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-28,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-29,NW,,,0.0,123.0,,0.0,,,,0.0,3.0,,
2020-05-30,NW,,,1.0,124.0,,0.0,,,,0.0,3.0,,
2020-05-31,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-01,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-02,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-03,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-04,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-05,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-06,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-07,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-08,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-09,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-10,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-11,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-12,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-13,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-14,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-15,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-16,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-17,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-18,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-19,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-20,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-21,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-22,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-23,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-24,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-25,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-26,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-27,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-28,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-29,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-06-30,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-01,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-02,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-03,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-04,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-05,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-06,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-07,NW,,,0.0,124.0,,0.0,,,,0.0,3.0,,
2020-07-08,NW,,,1.0,125.0,,0.0,,,,0.0,3.0,,
2020-07-09,NW,,,0.0,125.0,,0.0,,,,0.0,3.0,,
2020-07-10,NW,,,1.0,126.0,,0.0,,,,0.0,3.0,,
2020-07-11,NW,,,0.0,126.0,,0.0,,,,0.0,3.0,,
2020-07-12,NW,,,0.0,126.0,,0.0,,,,0.0,3.0,,
2020-07-13,NW,,,0.0,126.0,,0.0,,,,0.0,3.0,,
2020-07-14,NW,,,0.0,126.0,,0.0,,,,0.0,3.0,,
2020-07-15,NW,,,1.0,127.0,,0.0,,,,0.0,3.0,,
2020-07-16,NW,,,0.0,127.0,,0.0,,,,0.0,3.0,,
2020-07-17,NW,,,0.0,127.0,,0.0,,,,0.0,3.0,,
2020-07-18,NW,,,1.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-19,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-20,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-21,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-22,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-23,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-24,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-25,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-26,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-27,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-28,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-29,NW,,,0.0,128.0,,0.0,,,,0.0,3.0,,
2020-07-30,NW,,,1.0,129.0,,0.0,,,,0.0,3.0,,
2020-07-31,NW,,,0.0,129.0,,0.0,,,,0.0,3.0,,
2020-08-01,NW,,,0.0,129.0,,0.0,,,,0.0,3.0,,
2020-08-02,NW,,,0.0,129.0,,0.0,,,,0.0,3.0,,
2020-08-03,NW,,,0.0,129.0,,0.0,,,,0.0,3.0,,
2020-08-04,NW,,,0.0,129.0,,0.0,,,,0.0,3.0,,
2020-08-05,NW,,,1.0,130.0,,0.0,,,,0.0,3.0,,
2020-08-06,NW,,,0.0,130.0,,0.0,,,,0.0,3.0,,
2020-08-07,NW,,,0.0,130.0,,0.0,,,,0.0,3.0,,
2020-08-08,NW,,,1.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-09,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-10,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-11,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-12,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-13,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-14,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-15,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-16,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-17,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-18,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-19,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-20,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-21,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-22,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-23,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-24,NW,,,0.0,131.0,,0.0,,,,0.0,3.0,,
2020-08-25,NW,,,1.0,132.0,,0.0,,,,0.0,3.0,,
2020-08-26,NW,,,1.0,133.0,,0.0,,,,0.0,3.0,,
2020-08-27,NW,,,0.0,133.0,,0.0,,,,0.0,3.0,,
2020-08-28,NW,,,0.0,133.0,,0.0,,,,0.0,3.0,,
2020-08-29,NW,,,0.0,133.0,,0.0,,,,0.0,3.0,,
2020-08-30,NW,,,0.0,133.0,,0.0,,,,0.0,3.0,,
2020-08-31,NW,,,0.0,133.0,,0.0,,,,0.0,3.0,,
2020-09-01,NW,,,1.0,134.0,,0.0,,,,0.0,3.0,,
2020-09-02,NW,,,0.0,134.0,,0.0,,,,0.0,3.0,,
2020-09-03,NW,,,3.0,137.0,,0.0,,,,0.0,3.0,,
2020-09-04,NW,,,0.0,137.0,,0.0,,,,0.0,3.0,,
2020-09-05,NW,,,1.0,138.0,,1.0,,,,0.0,3.0,,
2020-09-06,NW,,,0.0,138.0,,1.0,,,,0.0,3.0,,
2020-09-07,NW,,,0.0,138.0,,1.0,,,,0.0,3.0,,
2020-09-08,NW,,,0.0,138.0,,1.0,,,,0.0,3.0,,
2020-09-09,NW,,,0.0,138.0,,1.0,,,,0.0,3.0,,
2020-09-10,NW,,,0.0,138.0,,1.0,,,,0.0,3.0,,
2020-09-11,NW,,,1.0,139.0,,1.0,,,,0.0,3.0,,
2020-09-12,NW,,,0.0,139.0,,1.0,,,,0.0,3.0,,
2020-09-13,NW,,,0.0,139.0,,1.0,,,,0.0,3.0,,
2020-09-14,NW,,,0.0,139.0,,1.0,,,,0.0,3.0,,
2020-09-15,NW,,,0.0,139.0,,1.0,,,,0.0,3.0,,
2020-09-16,NW,,,0.0,139.0,,1.0,,,,0.0,3.0,,
2020-09-17,NW,,,1.0,140.0,,1.0,,,,0.0,3.0,,
2020-09-18,NW,,,0.0,140.0,,1.0,,,,0.0,3.0,,
2020-09-19,NW,,,0.0,140.0,,1.0,,,,0.0,3.0,,
2020-09-20,NW,,,1.0,141.0,,1.0,,,,0.0,3.0,,
2020-09-21,NW,,,0.0,141.0,,1.0,,,,0.0,3.0,,
2020-09-22,NW,,,1.0,142.0,,1.0,,,,0.0,3.0,,
2020-09-23,NW,,,0.0,142.0,,1.0,,,,0.0,3.0,,
2020-09-24,NW,,,1.0,143.0,,1.0,,,,0.0,3.0,,
2020-09-25,NW,,,1.0,144.0,,1.0,,,,0.0,3.0,,
2020-09-26,NW,,,0.0,144.0,,1.0,,,,0.0,3.0,,
2020-09-27,NW,,,1.0,145.0,,1.0,,,,0.0,3.0,,
2020-09-28,NW,,,0.0,145.0,,1.0,,,,0.0,3.0,,
2020-09-29,NW,,,1.0,146.0,,1.0,,,,0.0,3.0,,
2020-09-30,NW,,,2.0,148.0,,1.0,,,,0.0,3.0,,
2020-10-01,NW,,,4.0,152.0,,1.0,,,,0.0,3.0,,
2020-10-02,NW,,,2.0,154.0,,0.0,,,,1.0,4.0,,
2020-10-03,NW,,,2.0,156.0,,0.0,,,,0.0,4.0,,
2020-10-04,NW,,,3.0,159.0,,0.0,,,,0.0,4.0,,
2020-10-05,NW,,,2.0,161.0,,0.0,,,,0.0,4.0,,
2020-10-06,NW,,,10.0,171.0,,0.0,,,,0.0,4.0,,
2020-10-07,NW,,,6.0,177.0,,0.0,,,,0.0,4.0,,
2020-10-08,NW,,,9.0,186.0,,0.0,,,,0.0,4.0,,
2020-10-09,NW,,,9.0,195.0,,0.0,,,,0.0,4.0,,
2020-10-10,NW,,,4.0,199.0,,0.0,,,,0.0,4.0,,
2020-10-11,NW,,,5.0,204.0,,0.0,,,,0.0,4.0,,
2020-10-12,NW,,,7.0,211.0,,0.0,,,,0.0,4.0,,
2020-10-13,NW,,,9.0,220.0,,0.0,,,,0.0,4.0,,
2020-10-14,NW,,,13.0,233.0,,0.0,,,,0.0,4.0,,
2020-10-15,NW,,,7.0,240.0,,0.0,,,,0.0,4.0,,
2020-10-16,NW,,,8.0,248.0,,0.0,,,,0.0,4.0,,
2020-10-17,NW,,,10.0,258.0,,0.0,,,,0.0,4.0,,
2020-10-18,NW,,,9.0,267.0,,0.0,,,,0.0,4.0,,
2020-10-19,NW,,,9.0,276.0,,0.0,,,,0.0,4.0,,
2020-10-20,NW,,,11.0,287.0,,1.0,,,,0.0,4.0,,
2020-10-21,NW,,,16.0,303.0,,1.0,,,,0.0,4.0,,
2020-10-22,NW,,,16.0,319.0,,0.0,,,,0.0,4.0,,
2020-10-23,NW,,,16.0,335.0,,0.0,,,,0.0,4.0,,
2020-10-24,NW,,,22.0,357.0,,0.0,,,,0.0,4.0,87.0,
2020-10-25,NW,,,4.0,361.0,,0.0,,,,0.0,4.0,93.0,
2020-10-26,NW,,,14.0,375.0,,0.0,,,,0.0,4.0,92.0,
2020-10-27,NW,,,18.0,393.0,,1.0,,,,0.0,4.0,92.0,
2020-10-28,NW,,,12.0,405.0,,1.0,,,,0.0,4.0,101.0,
2020-10-29,NW,,,24.0,429.0,,2.0,,,,0.0,4.0,101.0,
2020-10-30,NW,,,33.0,462.0,,2.0,,,,0.0,4.0,114.0,
2020-10-31,NW,,,11.0,473.0,,2.0,,,,0.0,4.0,105.0,
2020-11-01,NW,,,31.0,504.0,,2.0,,,,0.0,4.0,119.0,
2020-11-02,NW,,,14.0,518.0,,2.0,,,,0.0,4.0,125.0,
2020-11-03,NW,,,21.0,539.0,,3.0,,,,0.0,4.0,133.0,
2020-11-04,NW,,,46.0,585.0,,2.0,,,,0.0,4.0,140.0,
2020-11-05,NW,,,18.0,603.0,,3.0,,,,1.0,5.0,169.0,
2020-11-06,NW,,,26.0,629.0,,3.0,,,,1.0,6.0,170.0,
2020-11-07,NW,,,28.0,657.0,,3.0,,,,0.0,6.0,164.0,
2020-11-08,NW,,,11.0,668.0,,2.0,,,,0.0,6.0,163.0,
2020-11-09,NW,,,12.0,680.0,,2.0,,,,1.0,7.0,168.0,
2020-11-10,NW,,,27.0,707.0,,3.0,,,,0.0,7.0,160.0,
2020-11-11,NW,,,7.0,714.0,,3.0,,,,0.0,7.0,154.0,
2020-11-12,NW,,,19.0,733.0,,3.0,,,,1.0,8.0,152.0,
2020-11-13,NW,,,11.0,744.0,,3.0,,,,0.0,8.0,134.0,
2020-11-14,NW,,,14.0,758.0,,3.0,,,,0.0,8.0,137.0,
2020-11-15,NW,,,12.0,770.0,,3.0,,,,0.0,8.0,112.0,
